증상,제품명,효능,복용법
피부염,페니라민정,"이 약은 고초열(꽃가루 알레르기비염(코염)), 두드러기, 가려움성 피부질환(습진, 피부염, 피부가려움증, 약물발진), 알레르기 비염(코염), 혈관운동성 코염, 코감기에 의한 재채기, 콧물, 기침, 혈관운동성 부기에 사용합니다.",성인은 1회 1~3정(2~6 mg) 1일 2~4회 복용합니다.1일 12정(24 mg)을 초과하지 마십시오.
피부염,쎄레스톤지크림,"이 약은 2차 감염된 알레르기성 또는 염증성 피부질환 (습진, 접촉피부염, 지루피부염, 아토피피부염, 광피부염, 만성단순태선, 간찰진(피부스침증), 박탈피부염, 가려움, 건선(마른비늘증)), 1도 화상에 사용합니다.",1일 1~3회 환부(질환분위)에 적당량을 바릅니다.
피부염,이벤캡슐,"이 약은 피로, 임신∙수유기, 병중∙병후의 비타민 B2, B6의 보급과 구각염, 구순염, 구내염, 설염, 습진, 피부염, 옻, 짓무름, 여드름 및 피부가 튼 데의 완화에 사용합니다.","성인은 1회 1캡슐씩, 1일 1~2회 복용합니다."
피부염,후시딘연고,"이 약은 포도구균, 연쇄구균, 코리네박테륨, 클로스트리듐으로 인한 농가진, 감염성습진양피부염, 심상성여드름(보통여드름), 모낭염, 종기 및 종기증, 화농성한선염, 농가진성습진, 화상ㆍ외상ㆍ봉합창ㆍ식피창에 의한 2차 감염에 사용합니다.",환부를 깨끗이 하고 1일 1~2회 적당량을 환부에 직접 바르거나 무균거즈에 넓게 펴발라 붙입니다.1주 정도로 투여기간을 제한합니다.두껍게 바르지 않습니다.
피부염,마스질정,"이 약은 알레르기성 비염, 고초열, 두드러기, 소양성 피부질환(소양증, 습진, 피부염), 맥관신경성 부종, 코감기에 의한 재채기, 콧물, 기침에 사용합니다.","성인은 1회 1정(1 mg)을 1일 2회 아침, 저녁으로 복용합니다.1일 2정(2 mg)을 초과하지 마십시오.연령, 증상에 따라 적절히 증감합니다."
피부염,제이알히드로코르티손연고,"이 약은 습진ㆍ피부염군, 피부가려움, 벌레물린데에 사용합니다.",1일 1~3회 적당량을 환부에 바르고 증상에 따라 적절히 증감합니다.
피부염,신풍겐타마이신황산염크림,"이 약은 1차 피부감염증(전염성농가진, 표재성모낭염, 농창, 종기, 모창), 2차 피부 감염증(전염성 습진양피부염, 농포성건선, 화농성세균에 의하여 2차 감염된 지루피부염, 접촉피부염, 창상 및 농포성여드름, 진균 또는 바이러스의 감염에 의한 중복 감염)에 사용합니다.","1일 1~4회 환부에 바르고 부드럽게 문지릅니다.필요시 거즈를 덮을 수 있습니다.전염성 농가진인 경우 다른 정상 피부가 오염되지 않도록 주의하면서 가피(부스럼, 딱지)를 제거한 후 바르는 것이 바람직합니다."
피부염,제텐씨정,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 노년기의 비타민 B1, B2, B6, C, E의 보급과 구각염, 구순염, 구내염, 설염, 습진, 피부염 증상의 완화, 햇빛,피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸출혈·비출혈(코피) 예방과 아연의 보급에 사용합니다.","만 12세 이상 및 성인은 1회 1정씩, 1일 1회 식후에 복용합니다."
피부염,동화후시딘크림,"이 약은 포도구균, 연쇄구균, 코리네박테륨, 클로스트리듐에 의한 농피증(농가진, 감염성습진양피부염, 심상성여드름(보통여드름), 모낭염, 종기 및 종기증, 화농성한선염, 농가진성습진), 화상ㆍ외상ㆍ봉합창ㆍ식피창에 의한 2차 감염에 사용합니다.",1일 3~4회 적당량을 환부에 부드럽게 바릅니다.드레싱을 할 경우에는 1일 1~2회 정도로 횟수를 줄이는 것이 바람직합니다.
피부염,삼아리도멕스크림,"이 약은 습진, 피부염군(진행성 지장각피증, 만성단순태선 포함), 양진(가려움발진)군(구진두드러기 포함), 벌레물린데, 건선, 손바닥 및 발바닥 농포증에 사용합니다.",1일 수회 적당량을 환부에 바르고 증상에 따라 적절히 증감합니다.
피로,삐콤정,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후의 체력 저하 시 비타민 B1, B2, B6, C의 보급에 사용합니다.","만 8세 이상 및 성인은 1회 1~3정씩, 1일 1회 복용합니다."
피로,1.영진구론산바몬드액2.영진구론산바몬드스파클링액,"이 약은 자양강장, 피로회복에 사용합니다.","15세 이상 및 성인은 1회 1병, 1일 1~2회 복용합니다.이 약은 경구용으로만 사용하고 주사용으로는 사용하지 마십시오."
피로,원비디,"이 약은 자양강장, 허약체질 보조 및 개선, 피로회복에 사용합니다.","15세 이상 및 성인은 1회 1병, 1일 1~2회 복용합니다."
피로,아로나민골드정,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 노년기(간유, 비타민 D, E 함유시)의 비타민 B1, B2, B6, E, C의 보급과 신경통, 근육통, 관절통(요통, 어깨결림 등) 증상의 완화, 각기, 눈의 피로에 사용합니다.","성인은 1회 1정씩, 1일 2회 복용합니다."
피로,대웅우루사연질캡슐,"이 약은 만성 간질환의 간기능 개선과 간기능 장애에 의한 육체피로, 전신권태 증상의 개선에 사용합니다.",성인은 1회 1캡슐 1일 3회 복용합니다.
피로,에이티피장용정,"이 약은 심부전, 두부외상 후유증, 조절성 안정피로에 수반하는 여러 증상의 개선에 사용합니다.",성인은 1회 2~3정(삼인산아데노신이나트륨으로서 40∼60 mg)을 1일 2∼3회 복용합니다.연령과 증상에 따라 적절히 증감할 수 있습니다.씹어서 복용하지 마십시오.
피로,복합우루사연질캡슐,"이 약은 육체피로 개선, 자양강장, 병중ㆍ병후의 비타민 B1 보급에 사용합니다.","15세 이상 및 성인은 1회 1캡슐, 1일 2회 복용합니다."
피로,이벤캡슐,"이 약은 피로, 임신∙수유기, 병중∙병후의 비타민 B2, B6의 보급과 구각염, 구순염, 구내염, 설염, 습진, 피부염, 옻, 짓무름, 여드름 및 피부가 튼 데의 완화에 사용합니다.","성인은 1회 1캡슐씩, 1일 1~2회 복용합니다."
피로,이노엔비타메진캡슐,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후의 체력 저하 시 비타민 B1, B6, B12의 보급과 신경통, 근육통, 관절통(요통, 어깨결림 등), 눈의 피로 증상의 완화에 사용합니다.","성인은 1회 2캡슐씩, 1일 1~2회 복용합니다."
피로,제텐씨정,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 노년기의 비타민 B1, B2, B6, C, E의 보급과 구각염, 구순염, 구내염, 설염, 습진, 피부염 증상의 완화, 햇빛,피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸출혈·비출혈(코피) 예방과 아연의 보급에 사용합니다.","만 12세 이상 및 성인은 1회 1정씩, 1일 1회 식후에 복용합니다."
타박상,에어신신파스,"이 약은 삠, 타박상, 근육통, 관절통, 골절통, 요(허리)통, 어깨결림, 신경통, 류마티스통증, 피부 가려움, 벌레 물린데, 동창(언 상처)의 진통·소염(항염)에 사용합니다.",수회(여러 차례) 환부(질환 부위)에 적당량을 뿌립니다.
타박상,낙센정,"이 약은 류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염(힘줄염), 급성통풍, 월경곤란증과 활액(윤활)낭염, 골격근장애(삠, 타박상, 상처, 허리통증), 수술후 통증, 편두통, 발치(이를 뽑음)후 통증에 사용합니다.","류마티양 관절염, 골관절염, 강직성 척추염에 성인은 1회 1~2정(250~500 mg) 1일 2회(12시간마다), 급성통풍에 성인은 초회량(처음 복용량)으로 3정(750 mg) 복용하고 발작이 없어질 때까지 8시간 간격으로 1정(250 mg)을 복용, 골격근장애, 수술후 동통(통증), 발치(이를 뽑음)후 동통(통증), 월경곤란증, 건염(힘줄염), 활액(윤활)낭염에 성인은 초회량(처음 복용량)으로 2정(500 mg)을 복용한 후 6~8시간 간격으로 1정(250 mg)씩 복용하고 1일 총용량이 5정(1250 mg)을 초과하지 않도록 합니다.편두통에 성인은 초회량(처음 복용량)으로 3정(750 mg)을 복용하고 필요하면 1일 1~2정(250-500 mg)을 더 투여할 수 있으며 초회량(처음 복용량)의 투여 30분 후에 투여합니다. 1일 총용량이 5정(1250 mg)을 초과하지 않도록 합니다."
타박상,녹십자제놀카타플라스마,"이 약은 삠, 타박상, 근육통, 관절통, 골절통, 요(허리)통, 어깨결림, 신경통, 류마티스통증의 진통ㆍ소염(항염)에 사용합니다.",1일 1~2회 환부(질환 부위)에 붙입니다.
타박상,아나프록스정,"이 약은 류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염(힘줄염), 급성통풍, 월경곤란증과 활액(윤활)낭염, 골격근장애(염좌(삠), 좌상(타박상), 외상(상처), 요천통(허리통증)), 수술후 동통(통증), 편두통, 발치(이를 뽑음)후 동통(통증)에 사용합니다.","성인은 류마티양 관절염, 골관절염, 강직성 척추염에는 1회 1~2정(275~550 mg) 1일 2회(12시간마다) 복용, 급성통풍에는 초회량(처음 복용량)으로 3정(825 mg) 복용하고 발작이 소실(없어짐)될 때까지 8시간 간격으로 1정(275 mg)을 복용, 골격근장애, 수술후 동통(통증), 발치(이를 뽑음)후 동통(통증), 월경곤란증, 건염(힘줄염), 활액(윤활)낭염에는 초회량(처음 복용량)으로 2정(550 mg)을 복용한 후 6~8시간간격으로 1정(275 mg)씩 복용하고 1일 총용량이 5정(1,375 mg)을 초과하지 않도록 합니다. 편두통에는 초회량(처음 복용량)으로 3정(825 mg)을 복용하고 필요하면 1일 1~2정(275~550 mg)을 더 복용할 수 있으며 초회량(처음 복용량)의 복용 30분 후에 복용하고 1일 총용량이 5정(1,375 mg)을 초과하지 않도록 합니다."
타박상,녹십자제놀마일드핫트카타플라스마,"이 약은 삠, 타박상, 근육통, 관절통, 골절통, 요[허리]통, 어깨결림, 신경통, 류마티스통증의 진통 ㆍ 소염(항염)에 사용합니다.",1일 1~2회 환부(질환 부위)에 부착합니다.
타박상,제일핫파프,"이 약은 삠, 타박상, 근육통, 관절통, 골절통, 요(허리)통, 어깨결림, 신경통, 류마티스통증의 진통ㆍ소염(항염)에 사용합니다.",약면의 폴리에스테르필름을 벗기고 환부(질환 부위)에 1일 1~2회 붙입니다.
타박상,제일쿨파프,"이 약은 삠, 타박상, 근육통, 관절통, 골절통, 요(허리)통, 어깨결림, 신경통, 류마티스통증의 진통ㆍ소염(항염)에 사용합니다.",1일 1~2회 환부(질환 부위)에 붙입니다.
타박상,베노플러스겔,"이 약은 정맥류상 부종, 표재성 정맥염, 사고시 외상, 운동시 부상(타박상), 건초염의 진통·소염에 사용합니다.",상처나 감염된 부위에 1일 수회 엷게 바른후 피부를 가볍게 문질러 줍니다.
타박상,사니크린카타플라스마,"이 약은 타박상, 삠, 요(허리)통, 어깨결림, 근육통, 관절통의 진통 ㆍ 소염(항염)에 사용합니다.",약면의 박리지(벗겨내기)를 벗기고 1일 1~3회 환부(질환 부위)에 붙입니다.
타박상,아낙스정,"이 약은 류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염(힘줄염), 급성통풍, 월경곤란증과 활액(윤활)낭염, 골격근장애(염좌(삠), 좌상(타박상), 외상(상처), 요천통(허리통증)), 수술후 동통(통증), 편두통, 발치(이를 뽑음)후 통증에 사용합니다.","류마티양 관절염, 골관절염, 강직성 척추염에 성인은 1회 1~2정(275~550 mg), 1일 2회(12시간마다), 급성통풍에는 초회량(처음 복용량)으로 3정(825 mg) 복용하고 발작이 없어질때까지 8시간 간격으로 1정(275 mg)을 복용, 골격근장애, 수술후 동통(통증), 발치(이를 뽑음)후 동통(통증), 월경곤란증, 건염(힘줄염), 활액(윤활)낭염에는 초회량(처음 복용량)으로 2정(550 mg)을 복용한 후 6~8시간간격으로 1정(275 mg)씩 복용하고 1일 총용량이 5정(1,375 mg)을 초과하지 않도록 합니다. 편두통에는 초회량(처음 복용량)으로 3정(825 mg)을 복용하고 필요하면 1일 1~2정(275~550 mg)을 더 복용할 수 있으며 초회량(처음 복용량)의 복용 30분 후에 복용합니다.1일 총용량이 5정(1,375 mg)을 초과하지 않도록 합니다."
콧물,페니라민정,"이 약은 고초열(꽃가루 알레르기비염(코염)), 두드러기, 가려움성 피부질환(습진, 피부염, 피부가려움증, 약물발진), 알레르기 비염(코염), 혈관운동성 코염, 코감기에 의한 재채기, 콧물, 기침, 혈관운동성 부기에 사용합니다.",성인은 1회 1~3정(2~6 mg) 1일 2~4회 복용합니다.1일 12정(24 mg)을 초과하지 마십시오.
콧물,판콜에이내복액,"이 약은 감기의 여러 증상(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화에 사용합니다.","성인 1회 1병(30 mL), 1일 3회 식후 30분에 복용합니다."
콧물,액티피드정,"이 약은 코감기, 알레르기 및 혈관운동성 코염에 의한 재채기, 콧물, 코막힘, 눈물의 완화에 사용합니다.","성인은 1회 1정, 소아(12~14세)는 1회 1/2정을 1일 3회 매 식후에 복용합니다."
콧물,액티피드시럽,"이 약은 코감기, 알레르기 및 혈관운동성 코염에 의한 재채기, 콧물, 코막힘, 눈물의 완화에 사용합니다.",성인 및 12세 이상의 소아는 1회 10 mL를 1일 3회 매 식후에 복용합니다.
콧물,페리나정,"이 약은 코감기, 알레르기 및 혈관운동성 코염에 의한 재채기, 콧물, 코막힘, 눈물의 완화에 사용합니다.",성인은 1회 1정 1일 3회 매 식후에 복용합니다.
콧물,액티페린정,"이 약은 코감기, 알레르기 및 혈관운동성 코염에 의한 재채기, 콧물, 코막힘, 눈물의 완화에 사용합니다.","성인은 1회 1정, 소아(12~14세)는 1회 1/2정을 1일 3회 매 식후에 복용합니다."
콧물,마스질정,"이 약은 알레르기성 비염, 고초열, 두드러기, 소양성 피부질환(소양증, 습진, 피부염), 맥관신경성 부종, 코감기에 의한 재채기, 콧물, 기침에 사용합니다.","성인은 1회 1정(1 mg)을 1일 2회 아침, 저녁으로 복용합니다.1일 2정(2 mg)을 초과하지 마십시오.연령, 증상에 따라 적절히 증감합니다."
콧물,가네카정,"이 약은 코감기, 알레르기 및 혈관운동성 코염에 의한 재채기, 콧물, 코막힘, 눈물의 완화에 사용합니다.","성인은 1회 1정, 소아(12~14세)는 1회 1/2정을 1일 3회 매 식후에 복용합니다."
